ip,protocol,slot,group,id,label,kind,access,value,value_name,unit,min,max,step,default,enum_items,max_len,alarm_priority,alarm_tag,alarm_on,alarm_off,slot_status
10.6.239.113,acp1,2,control,158,GPI_4,enum,RW-,5,Take B,,,,,5,Off|GPI A|GPI B|GPI C|Take A|Take B|Take C|GPI Prio A|GPI Prio B|GPI Prio C,,,,,,
10.6.239.113,acp1,2,control,159,GPI_5,enum,RW-,0,Off,,,,,0,Off|GPI A|GPI B|GPI C|Take A|Take B|Take C|GPI Prio A|GPI Prio B|GPI Prio C,,,,,,
10.6.239.113,acp1,2,control,160," NETWORK",string,RW-,,,,,,,,,1,,,,,
10.6.239.113,acp1,2,control,161,IP_Conf0,enum,RW-,1,DHCP,,,,,1,Manual|DHCP,,,,,,
10.6.239.113,acp1,2,control,162,mIP0,ipaddr,RW-,0.0.0.0,,,0,4294967295,,0,,,,,,,
10.6.239.113,acp1,2,control,163,mNM0,ipaddr,RW-,0.0.0.0,,,0,4294967295,,0,,,,,,,
10.6.239.113,acp1,2,control,164,mGW0,ipaddr,RW-,0.0.0.0,,,0,4294967295,,0,,,,,,,
10.6.239.113,acp1,2,control,165,NetwPrefix0,int,RW-,0,,bit,0,30,1,0,,,,,,,
10.6.239.113,acp1,2,status,0,ActiveA,enum,R--,0,SDI-1,,,,,0,SDI-1|SDI-2|Analog,,,,,,
10.6.239.113,acp1,2,status,1,ActiveB,enum,R--,1,SDI-2,,,,,1,SDI-1|SDI-2|Analog,,,,,,
10.6.239.113,acp1,2,status,2,sInp1,enum,R--,15,NA,,,,,15,1080i60|1080i50|1080p30|1080p25|1080p24|1080p24sf|720p60|720p50|720p30|720p25|720p24|SD525|SD625|1080p60|1080p50|NA,,,,,,
10.6.239.113,acp1,2,status,3,sInp1_VI,enum,R--,16,NA,,,,,16,4:3_0|4:3_1|4:3_2|4:3_3|4:3_4|4:3_5|4:3_6|4:3_7|16:9_0|16:9_1|16:9_2|16:9_3|16:9_4|16:9_5|16:9_6|16:9_7|NA,,,,,,
10.6.239.113,acp1,2,status,4,sInp1_WSS-Stnd,enum,R--,16,NA,,,,,16,1_vid|2_vid|3_vid|4_vid|5_vid|6_vid|7_vid|8_vid|1_flm|2_flm|3_flm|4_flm|5_flm|6_flm|7_flm|8_flm|NA,,,,,,
10.6.239.113,acp1,2,status,5,sInp1_WSS-Extd,enum,R--,16,NA,,,,,16,4:3_0|4:3_1|4:3_2|4:3_3|4:3_4|4:3_5|4:3_6|4:3_7|16:9_0|16:9_1|16:9_2|16:9_3|16:9_4|16:9_5|16:9_6|16:9_7|NA,,,,,,
10.6.239.113,acp1,2,status,6,sInp1_s2016,enum,R--,16,NA,,,,,16,AFD0|AFD1|AFD2|AFD3|AFD4|AFD5|AFD6|AFD7|AFD8|AFD9|AFD10|AFD11|AFD12|AFD13|AFD14|AFD15|NA,,,,,,
10.6.239.113,acp1,2,status,7,sInp2,enum,R--,15,NA,,,,,15,1080i60|1080i50|1080p30|1080p25|1080p24|1080p24sf|720p60|720p50|720p30|720p25|720p24|SD525|SD625|1080p60|1080p50|NA,,,,,,
10.6.239.113,acp1,2,status,8,sInp2_VI,enum,R--,16,NA,,,,,16,4:3_0|4:3_1|4:3_2|4:3_3|4:3_4|4:3_5|4:3_6|4:3_7|16:9_0|16:9_1|16:9_2|16:9_3|16:9_4|16:9_5|16:9_6|16:9_7|NA,,,,,,
10.6.239.113,acp1,2,status,9,sInp2_WSS-Stnd,enum,R--,16,NA,,,,,16,1_vid|2_vid|3_vid|4_vid|5_vid|6_vid|7_vid|8_vid|1_flm|2_flm|3_flm|4_flm|5_flm|6_flm|7_flm|8_flm|NA,,,,,,
10.6.239.113,acp1,2,status,10,sInp2_WSS-Extd,enum,R--,16,NA,,,,,16,4:3_0|4:3_1|4:3_2|4:3_3|4:3_4|4:3_5|4:3_6|4:3_7|16:9_0|16:9_1|16:9_2|16:9_3|16:9_4|16:9_5|16:9_6|16:9_7|NA,,,,,,
10.6.239.113,acp1,2,status,11,sInp2_s2016,enum,R--,16,NA,,,,,16,AFD0|AFD1|AFD2|AFD3|AFD4|AFD5|AFD6|AFD7|AFD8|AFD9|AFD10|AFD11|AFD12|AFD13|AFD14|AFD15|NA,,,,,,
10.6.239.113,acp1,2,status,12,sInp3,enum,R--,15,NA,,,,,15,1080i60|1080i50|1080p30|1080p25|1080p24|1080p24sf|720p60|720p50|720p30|720p25|720p24|SD525|SD625|1080p60|1080p50|NA,,,,,,
10.6.239.113,acp1,2,status,13,sInp3_WSS-Stnd,enum,R--,16,NA,,,,,16,1_vid|2_vid|3_vid|4_vid|5_vid|6_vid|7_vid|8_vid|1_flm|2_flm|3_flm|4_flm|5_flm|6_flm|7_flm|8_flm|NA,,,,,,
10.6.239.113,acp1,2,status,14,sInp3_WSS-Extd,enum,R--,16,NA,,,,,16,4:3_0|4:3_1|4:3_2|4:3_3|4:3_4|4:3_5|4:3_6|4:3_7|16:9_0|16:9_1|16:9_2|16:9_3|16:9_4|16:9_5|16:9_6|16:9_7|NA,,,,,,
10.6.239.113,acp1,2,status,15,sInpCVBS,enum,R--,9,NA,,,,,9,NTSC-J|NTSC-M|NTSC-4.43|PAL-BGHID|PAL-N|PAL-M|PAL-60|SECAM|SECAM-525|NA,,,,,,
10.6.239.113,acp1,2,status,16,IODelayA,int,R--,0,,ms,0,15000,1,0,,,,,,,
10.6.239.113,acp1,2,status,17,SwitchLnA,int,R--,0,,,0,1125,1,0,,,,,,,
10.6.239.113,acp1,2,status,18,SwitchLn_LenA,int,R--,0,,px,0,10000,1,0,,,,,,,
10.6.239.113,acp1,2,status,19,SwitchLn_PosA,int,R--,0,,px,0,5000,1,0,,,,,,,
10.6.239.113,acp1,2,status,20,IODelayB,int,R--,0,,ms,0,15000,1,0,,,,,,,
10.6.239.113,acp1,2,status,21,SwitchLnB,int,R--,0,,,0,1125,1,0,,,,,,,
10.6.239.113,acp1,2,status,22,SwitchLn_LenB,int,R--,0,,px,0,10000,1,0,,,,,,,
10.6.239.113,acp1,2,status,23,SwitchLn_PosB,int,R--,0,,px,0,5000,1,0,,,,,,,
10.6.239.113,acp1,2,status,24,FunctionA,enum,R--,0,Up,,,,,0,Up|Down|Cross|Trans|NA|TestPattern,,,,,,
10.6.239.113,acp1,2,status,25,FunctionB,enum,R--,0,Up,,,,,0,Up|Down|Cross|Trans|NA|TestPattern,,,,,,
10.6.239.113,acp1,2,status,26,Ref,enum,R--,0,NA,,,,,0,NA|Present,,,,,,
10.6.239.113,acp1,2,status,27,GPI,enum,R--,0,____,,,,,0,____|1___|_2__|12__|__3_|1_3_|_23_|123_|___4|1__4|_2_4|12_4|__34|1_34|_234|1234,,,,,,
10.6.239.113,acp1,2,status,28,GPIA,uint,R--,0,,,0,255,1,0,,,,,,,
10.6.239.113,acp1,2,status,29,GPIB,uint,R--,0,,,0,255,1,0,,,,,,,
10.6.239.113,acp1,2,status,30,GPIC,uint,R--,0,,,0,255,1,0,,,,,,,
10.6.239.113,acp1,2,status,31,"  NET STATUS",string,R--,,,,,,,,,1,,,,,
10.6.239.113,acp1,2,status,32,IP_Addr0,enum,R--,1,DHCP Asking,,,,,1,Manual|DHCP Asking|DHCP Leased|DHCP Infin,,,,,,
10.6.239.113,acp1,2,status,33,MAC0,string,R--,00:03:41:10:0f:e3,,,,,,,,17,,,,,
10.6.239.113,acp1,2,status,34,IP0,ipaddr,R--,0.0.0.0,,,0,4294967295,,0,,,,,,,
10.6.239.113,acp1,2,status,35,NM0,ipaddr,R--,0.0.0.0,,,0,4294967295,,0,,,,,,,
10.6.239.113,acp1,2,status,36,GW0,ipaddr,R--,0.0.0.0,,,0,4294967295,,0,,,,,,,
10.6.239.113,acp1,2,alarm,0,Announcements,alarm,RW-,1,,,,,,,,,1,0x01,Announcements on,Announcements off,
10.6.239.113,acp1,2,alarm,1,Input_A,alarm,RW-,1,,,,,,,,,1,0x01,INP_A_LOSS,INP_A_RETURN,
10.6.239.113,acp1,2,alarm,2,Input_B,alarm,RW-,1,,,,,,,,,1,0x41,INP_B_LOSS,INP_B_RETURN,
10.6.239.113,acp1,2,alarm,3,Ref-Status,alarm,RW-,0,,,,,,,,,0,0x02,REF_LOSS,REF_RETURN,
10.6.239.113,acp1,2,alarm,4,Active_Out_A,alarm,RW-,1,,,,,,,,,1,0x19,IN_B-&gt;OUT_A,IN_A-&gt;OUT_A,
10.6.239.113,acp1,2,alarm,5,Active_Out_B,alarm,RW-,1,,,,,,,,,1,0x1A,IN_A-&gt;OUT_B,IN_B-&gt;OUT_B,
