ip,protocol,endpoint,path,kind,value,min,max,description,unit,enum
10.6.40.53,mnset,sources,[46].id,uuid,2bff2675-b1ff-2d1e-a8dc-40a36ba2100c,,,,,
10.6.40.53,mnset,sources,[46].device_id,uuid,3bedc49d-7f6f-2910-89ff-40a36ba2100c,,,,,
10.6.40.53,mnset,sources,[47].version,string,2,,,,,
10.6.40.53,mnset,sources,[47].label,string,Source 8-6,,,,,
10.6.40.53,mnset,sources,[47].id,uuid,dd17778e-b76d-1fc1-9f3b-40a36ba2100c,,,,,
10.6.40.53,mnset,sources,[47].device_id,uuid,3bedc49d-7f6f-2910-89ff-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[0].version,string,2,,,,,
10.6.40.53,mnset,receivers,[0].label,string, ,,,,,
10.6.40.53,mnset,receivers,[0].id,uuid,73dbf47b-ffef-1642-877e-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[0].flow_id[0],uuid,fee338d3-edfe-30ba-812c-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[0].flow_id[1],uuid,cd7b33b3-bfba-1ff0-9e37-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[0].device_id,uuid,fb3e708e-ef8e-43e6-8dfb-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[0].format,string,video,,,,,
10.6.40.53,mnset,receivers,[0].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[1].version,string,2,,,,,
10.6.40.53,mnset,receivers,[1].label,string, ,,,,,
10.6.40.53,mnset,receivers,[1].id,uuid,9ce3550a-f7ff-25f3-9b88-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[1].flow_id[0],uuid,33bd4ce3-6fbb-4468-9cbb-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[1].flow_id[1],uuid,f5ef3e4c-7f73-289c-a70b-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[1].device_id,uuid,fb3e708e-ef8e-43e6-8dfb-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[1].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[1].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[2].version,string,2,,,,,
10.6.40.53,mnset,receivers,[2].label,string, ,,,,,
10.6.40.53,mnset,receivers,[2].id,uuid,5ffdffd4-fbbf-24a1-9235-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[2].flow_id[0],uuid,7377b687-fefb-2feb-83e0-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[2].flow_id[1],uuid,3d7edc6d-7cd9-4162-8d00-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[2].device_id,uuid,fb3e708e-ef8e-43e6-8dfb-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[2].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[2].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[3].version,string,2,,,,,
10.6.40.53,mnset,receivers,[3].label,string, ,,,,,
10.6.40.53,mnset,receivers,[3].id,uuid,ebce687e-7bff-3f4f-aea9-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[3].flow_id[0],uuid,7f7c14ae-5fe7-4b09-9cb1-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[3].flow_id[1],uuid,9f7ffb8e-eeff-498d-8d73-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[3].device_id,uuid,fb3e708e-ef8e-43e6-8dfb-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[3].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[3].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[4].version,string,2,,,,,
10.6.40.53,mnset,receivers,[4].label,string, ,,,,,
10.6.40.53,mnset,receivers,[4].id,uuid,fede6efe-7dd9-1db0-a075-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[4].flow_id[0],uuid,f999d2d9-fffd-4fb5-a2c5-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[4].flow_id[1],uuid,7bafe527-75fb-3cb8-8682-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[4].device_id,uuid,fb3e708e-ef8e-43e6-8dfb-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[4].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[4].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[5].version,string,2,,,,,
10.6.40.53,mnset,receivers,[5].label,string, ,,,,,
10.6.40.53,mnset,receivers,[5].id,uuid,fdf613b2-7bde-482c-ad08-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[5].flow_id[0],uuid,dfbe9dee-efbb-1ed0-9d68-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[5].flow_id[1],uuid,6ffe4c45-3efd-3e5e-920d-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[5].device_id,uuid,fb3e708e-ef8e-43e6-8dfb-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[5].format,string,ancillary,,,,,
10.6.40.53,mnset,receivers,[5].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[6].version,string,2,,,,,
10.6.40.53,mnset,receivers,[6].label,string, ,,,,,
10.6.40.53,mnset,receivers,[6].id,uuid,7fee4bf7-7ffb-2fde-a8bd-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[6].flow_id[0],uuid,59d52e04-fbff-1040-938b-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[6].flow_id[1],uuid,ff9ff10f-57eb-4581-9536-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[6].device_id,uuid,6db829e3-dde7-43fc-83df-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[6].format,string,video,,,,,
10.6.40.53,mnset,receivers,[6].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[7].version,string,2,,,,,
10.6.40.53,mnset,receivers,[7].label,string, ,,,,,
10.6.40.53,mnset,receivers,[7].id,uuid,f5f7b75e-9ef7-4c29-a256-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[7].flow_id[0],uuid,6fbf058c-fbdf-344f-996a-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[7].flow_id[1],uuid,bfff0575-6bfe-32e6-a4b7-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[7].device_id,uuid,6db829e3-dde7-43fc-83df-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[7].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[7].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[8].version,string,2,,,,,
10.6.40.53,mnset,receivers,[8].label,string, ,,,,,
10.6.40.53,mnset,receivers,[8].id,uuid,ff4f0c27-1f7e-33f3-a7d2-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[8].flow_id[0],uuid,5fddd212-1ffd-28a1-a069-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[8].flow_id[1],uuid,ee57ce49-ffcf-4ac1-a3ea-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[8].device_id,uuid,6db829e3-dde7-43fc-83df-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[8].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[8].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[9].version,string,2,,,,,
10.6.40.53,mnset,receivers,[9].label,string, ,,,,,
10.6.40.53,mnset,receivers,[9].id,uuid,7ffe0931-0d7e-2fa4-8977-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[9].flow_id[0],uuid,3bf570cd-35ff-4f57-8af5-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[9].flow_id[1],uuid,39ed9908-a7de-3c37-9d23-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[9].device_id,uuid,6db829e3-dde7-43fc-83df-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[9].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[9].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[10].version,string,2,,,,,
10.6.40.53,mnset,receivers,[10].label,string, ,,,,,
10.6.40.53,mnset,receivers,[10].id,uuid,ffdfb3eb-3f9d-4b6d-9f52-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[10].flow_id[0],uuid,ffafc976-fdde-2108-9b06-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[10].flow_id[1],uuid,1ada16cd-ffbb-283f-9a35-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[10].device_id,uuid,6db829e3-dde7-43fc-83df-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[10].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[10].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[11].version,string,2,,,,,
10.6.40.53,mnset,receivers,[11].label,string, ,,,,,
10.6.40.53,mnset,receivers,[11].id,uuid,edd5ff32-1fef-4e19-816b-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[11].flow_id[0],uuid,3cae4de0-0fd6-1a4e-8f16-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[11].flow_id[1],uuid,6b1f8cab-fdf3-3de7-8e2a-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[11].device_id,uuid,6db829e3-dde7-43fc-83df-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[11].format,string,ancillary,,,,,
10.6.40.53,mnset,receivers,[11].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[12].version,string,2,,,,,
10.6.40.53,mnset,receivers,[12].label,string, ,,,,,
10.6.40.53,mnset,receivers,[12].id,uuid,4dfe4c74-a199-142d-a1fa-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[12].flow_id[0],uuid,702e36e5-fefc-3184-91de-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[12].flow_id[1],uuid,8dafec9e-7736-3d76-88b1-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[12].device_id,uuid,77ff2b49-776f-1127-9603-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[12].format,string,video,,,,,
10.6.40.53,mnset,receivers,[12].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[13].version,string,2,,,,,
10.6.40.53,mnset,receivers,[13].label,string, ,,,,,
10.6.40.53,mnset,receivers,[13].id,uuid,ffff9626-db6f-2800-8e43-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[13].flow_id[0],uuid,ed9f5fad-7a26-4f5a-a41d-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[13].flow_id[1],uuid,27ffd126-efd9-38d4-a5e0-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[13].device_id,uuid,77ff2b49-776f-1127-9603-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[13].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[13].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[14].version,string,2,,,,,
10.6.40.53,mnset,receivers,[14].label,string, ,,,,,
10.6.40.53,mnset,receivers,[14].id,uuid,7dddf67d-e2c5-1d66-a396-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[14].flow_id[0],uuid,ffeda7e0-f3fd-384c-8bbd-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[14].flow_id[1],uuid,3fffa216-3797-2225-9a2f-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[14].device_id,uuid,77ff2b49-776f-1127-9603-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[14].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[14].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[15].version,string,2,,,,,
10.6.40.53,mnset,receivers,[15].label,string, ,,,,,
10.6.40.53,mnset,receivers,[15].id,uuid,fbdfff88-9f7f-3430-800d-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[15].flow_id[0],uuid,7b7e03c2-f77f-2a88-8dbf-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[15].flow_id[1],uuid,7bbfebfa-6aef-2145-862b-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[15].device_id,uuid,77ff2b49-776f-1127-9603-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[15].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[15].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[16].version,string,2,,,,,
10.6.40.53,mnset,receivers,[16].label,string, ,,,,,
10.6.40.53,mnset,receivers,[16].id,uuid,bdbfa859-3edc-18ca-9c0d-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[16].flow_id[0],uuid,6dfdea3a-67ff-14af-85e4-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[16].flow_id[1],uuid,ffdd96d3-d69e-4113-abd1-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[16].device_id,uuid,77ff2b49-776f-1127-9603-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[16].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[16].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[17].version,string,2,,,,,
10.6.40.53,mnset,receivers,[17].label,string, ,,,,,
10.6.40.53,mnset,receivers,[17].id,uuid,4dde3ea2-3b6f-13c5-a943-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[17].flow_id[0],uuid,dff73729-d74c-1422-926a-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[17].flow_id[1],uuid,b7bb9127-f91f-4472-9efc-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[17].device_id,uuid,77ff2b49-776f-1127-9603-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[17].format,string,ancillary,,,,,
10.6.40.53,mnset,receivers,[17].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[18].version,string,2,,,,,
10.6.40.53,mnset,receivers,[18].label,string, ,,,,,
10.6.40.53,mnset,receivers,[18].id,uuid,cbef40a7-b951-2e29-82a7-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[18].flow_id[0],uuid,dab60e02-fcff-4638-a8c2-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[18].flow_id[1],uuid,46add1c4-e94f-1f35-8b58-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[18].device_id,uuid,76f5394c-5f7d-27bb-aad0-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[18].format,string,video,,,,,
10.6.40.53,mnset,receivers,[18].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[19].version,string,2,,,,,
10.6.40.53,mnset,receivers,[19].label,string, ,,,,,
10.6.40.53,mnset,receivers,[19].id,uuid,ffe99fbc-7377-24a2-891f-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[19].flow_id[0],uuid,7c71d66c-6fff-449a-8e52-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[19].flow_id[1],uuid,5bef3530-7bfe-4990-a75f-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[19].device_id,uuid,76f5394c-5f7d-27bb-aad0-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[19].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[19].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[20].version,string,2,,,,,
10.6.40.53,mnset,receivers,[20].label,string, ,,,,,
10.6.40.53,mnset,receivers,[20].id,uuid,7f3f2b22-ff75-44ac-9fac-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[20].flow_id[0],uuid,7feb2cef-07f3-4699-99d2-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[20].flow_id[1],uuid,8e9fc891-7eb1-3ff6-9e58-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[20].device_id,uuid,76f5394c-5f7d-27bb-aad0-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[20].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[20].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[21].version,string,2,,,,,
10.6.40.53,mnset,receivers,[21].label,string, ,,,,,
10.6.40.53,mnset,receivers,[21].id,uuid,63ffa5f9-5cee-4153-9f8f-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[21].flow_id[0],uuid,6bb4c505-fb9b-3d69-8735-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[21].flow_id[1],uuid,1d77af81-bef7-26a8-9001-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[21].device_id,uuid,76f5394c-5f7d-27bb-aad0-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[21].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[21].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[22].version,string,2,,,,,
10.6.40.53,mnset,receivers,[22].label,string, ,,,,,
10.6.40.53,mnset,receivers,[22].id,uuid,7767a10e-befb-28bf-9c13-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[22].flow_id[0],uuid,37bf4d25-83ea-4067-839f-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[22].flow_id[1],uuid,7fedd710-ffb3-47c5-989f-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[22].device_id,uuid,76f5394c-5f7d-27bb-aad0-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[22].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[22].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[23].version,string,2,,,,,
10.6.40.53,mnset,receivers,[23].label,string, ,,,,,
10.6.40.53,mnset,receivers,[23].id,uuid,bdfc0f28-6cfb-147a-a042-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[23].flow_id[0],uuid,6ede0bce-3bda-1419-9fd9-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[23].flow_id[1],uuid,fbf77394-6ff7-2910-a02f-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[23].device_id,uuid,76f5394c-5f7d-27bb-aad0-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[23].format,string,ancillary,,,,,
10.6.40.53,mnset,receivers,[23].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[24].version,string,2,,,,,
10.6.40.53,mnset,receivers,[24].label,string, ,,,,,
10.6.40.53,mnset,receivers,[24].id,uuid,3fff5845-b3e9-2627-9bb2-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[24].flow_id[0],uuid,76ff49e4-653b-2ae9-81cb-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[24].flow_id[1],uuid,2f1f9167-6f7b-43b3-a43b-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[24].device_id,uuid,77fa793e-7dfa-16f9-8f9a-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[24].format,string,video,,,,,
10.6.40.53,mnset,receivers,[24].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[25].version,string,2,,,,,
10.6.40.53,mnset,receivers,[25].label,string, ,,,,,
10.6.40.53,mnset,receivers,[25].id,uuid,ff71609f-fecf-4614-9ccf-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[25].flow_id[0],uuid,3f7afc73-eb7d-3777-a0ec-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[25].flow_id[1],uuid,7da317a2-a7df-2c96-839d-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[25].device_id,uuid,77fa793e-7dfa-16f9-8f9a-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[25].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[25].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[26].version,string,2,,,,,
10.6.40.53,mnset,receivers,[26].label,string, ,,,,,
10.6.40.53,mnset,receivers,[26].id,uuid,17ee34ae-7ffb-235c-8f1f-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[26].flow_id[0],uuid,7efd3487-5fdf-3d10-84ad-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[26].flow_id[1],uuid,f2fa0515-ffd7-4ff6-ac4f-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[26].device_id,uuid,77fa793e-7dfa-16f9-8f9a-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[26].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[26].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[27].version,string,2,,,,,
10.6.40.53,mnset,receivers,[27].label,string, ,,,,,
10.6.40.53,mnset,receivers,[27].id,uuid,afb92e9a-5fcf-49b1-9876-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[27].flow_id[0],uuid,3d730dd7-fef4-3cac-a851-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[27].flow_id[1],uuid,3c963a9c-fdee-308d-a176-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[27].device_id,uuid,77fa793e-7dfa-16f9-8f9a-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[27].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[27].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[28].version,string,2,,,,,
10.6.40.53,mnset,receivers,[28].label,string, ,,,,,
10.6.40.53,mnset,receivers,[28].id,uuid,ecbffe05-4b7d-25e5-97b4-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[28].flow_id[0],uuid,335e683d-df3f-33d2-9eac-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[28].flow_id[1],uuid,bbfc7914-7b77-49bc-8c7a-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[28].device_id,uuid,77fa793e-7dfa-16f9-8f9a-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[28].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[28].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[29].version,string,2,,,,,
10.6.40.53,mnset,receivers,[29].label,string, ,,,,,
10.6.40.53,mnset,receivers,[29].id,uuid,7fef89e0-cfeb-2fb9-87f8-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[29].flow_id[0],uuid,ff6d0252-fdd9-4d1e-9a1a-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[29].flow_id[1],uuid,9b6f8cb9-77ff-3ed1-91c1-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[29].device_id,uuid,77fa793e-7dfa-16f9-8f9a-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[29].format,string,ancillary,,,,,
10.6.40.53,mnset,receivers,[29].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[30].version,string,2,,,,,
10.6.40.53,mnset,receivers,[30].label,string, ,,,,,
10.6.40.53,mnset,receivers,[30].id,uuid,3af9045c-7ff3-3b8b-8e57-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[30].flow_id[0],uuid,79bf3844-7ff7-26ba-ad2b-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[30].flow_id[1],uuid,7de7819e-1fef-3668-ad3c-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[30].device_id,uuid,3bedc49d-7f6f-2910-89ff-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[30].format,string,video,,,,,
10.6.40.53,mnset,receivers,[30].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[31].version,string,2,,,,,
10.6.40.53,mnset,receivers,[31].label,string, ,,,,,
10.6.40.53,mnset,receivers,[31].id,uuid,7ef77160-5dfa-470b-a4c9-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[31].flow_id[0],uuid,27ff6a70-ef5f-2350-ab48-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[31].flow_id[1],uuid,dfde3ea5-beda-141b-abe9-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[31].device_id,uuid,3bedc49d-7f6f-2910-89ff-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[31].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[31].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[32].version,string,2,,,,,
10.6.40.53,mnset,receivers,[32].label,string, ,,,,,
10.6.40.53,mnset,receivers,[32].id,uuid,4fdfec24-ee5e-3e45-81b2-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[32].flow_id[0],uuid,7fbdf8ec-f3fe-4be8-a625-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[32].flow_id[1],uuid,fabfe4c6-5efd-34a6-804e-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[32].device_id,uuid,3bedc49d-7f6f-2910-89ff-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[32].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[32].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[33].version,string,2,,,,,
10.6.40.53,mnset,receivers,[33].label,string, ,,,,,
10.6.40.53,mnset,receivers,[33].id,uuid,3bff55ef-77fd-3fe3-ae6d-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[33].flow_id[0],uuid,ffe5e2ed-f9f7-4a44-ad78-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[33].flow_id[1],uuid,7fffee94-716f-36f1-8a47-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[33].device_id,uuid,3bedc49d-7f6f-2910-89ff-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[33].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[33].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[34].version,string,2,,,,,
10.6.40.53,mnset,receivers,[34].label,string, ,,,,,
10.6.40.53,mnset,receivers,[34].id,uuid,cdff9e17-35ff-2080-a923-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[34].flow_id[0],uuid,7ff7bdc5-77fd-11df-a3ad-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[34].flow_id[1],uuid,1eceadfb-dddf-241a-9676-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[34].device_id,uuid,3bedc49d-7f6f-2910-89ff-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[34].format,string,audio,,,,,
10.6.40.53,mnset,receivers,[34].master_enable,bool,true,,,,,
10.6.40.53,mnset,receivers,[35].version,string,2,,,,,
10.6.40.53,mnset,receivers,[35].label,string, ,,,,,
10.6.40.53,mnset,receivers,[35].id,uuid,36b75155-d587-1dec-8d80-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[35].flow_id[0],uuid,ff6cacf3-f7bd-39f4-9b57-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[35].flow_id[1],uuid,6f3f8517-1fbe-3837-a880-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[35].device_id,uuid,3bedc49d-7f6f-2910-89ff-40a36ba2100c,,,,,
10.6.40.53,mnset,receivers,[35].format,string,ancillary,,,,,
10.6.40.53,mnset,receivers,[35].master_enable,bool,true,,,,,
10.6.40.53,mnset,senders,[0].version,string,2,,,,,
10.6.40.53,mnset,senders,[0].label,string, ,,,,,
10.6.40.53,mnset,senders,[0].id,uuid,7fbb0f87-2ad7-2c1a-85aa-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[0].flow_id[0],uuid,17ce716b-7fdd-2c9b-ac83-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[0].flow_id[1],uuid,c9ce2999-bfbe-1bf8-8e9a-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[0].device_id,uuid,fff56e39-ffbe-4ea5-a230-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[0].format,string,video,,,,,
10.6.40.53,mnset,senders,[0].master_enable,bool,true,,,,,
