ip,protocol,slot,oid,path,id,label,kind,access,value,value_name,unit,min,max,step,default,enum_items,max_len,alarm_priority,alarm_tag,alarm_on,alarm_off,slot_status
127.0.0.1,emberplus,0,1.3.3.4.5.1,dhs-emberplus-integration.nToN.params.4.5.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.5.6.1,dhs-emberplus-integration.nToN.params.5.6.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.2.2.6,dhs-emberplus-integration.oneToN.labelsSecondary.sources.s-6,6,s-6,string,RW-,Sec-S6,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.4.64.2,dhs-emberplus-integration.dynamic.targetParams.64.mode,2,mode,enum,RW-,0,,,,,,,manual|bypass|auto,,,,,,
127.0.0.1,emberplus,0,1.2.4.7.2,dhs-emberplus-integration.oneToOne.targetParams.7.mode,2,mode,enum,RW-,0,,,,,,,bypass|auto|manual,,,,,,
127.0.0.1,emberplus,0,1.4.4.127.3,dhs-emberplus-integration.dynamic.targetParams.127.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.6.13.1,dhs-emberplus-integration.nToN.sourceParams.13.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.5.14.2,dhs-emberplus-integration.nToN.targetParams.14.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.1.5.3.2,dhs-emberplus-integration.oneToN.sourceParams.3.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.2.5.9.1,dhs-emberplus-integration.oneToOne.sourceParams.9.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.5.13.1,dhs-emberplus-integration.oneToN.sourceParams.13.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.5.13.2,dhs-emberplus-integration.oneToN.sourceParams.13.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.3.2.1.12,dhs-emberplus-integration.nToN.labelsSecondary.targets.t-12,12,t-12,string,RW-,Sec-T12,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.13.4.1,dhs-emberplus-integration.nToN.params.13.4.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.6.1,dhs-emberplus-integration.types.vInteger,1,vInteger,int,RW-,42,,,-100,100,1,0,,,,,,,
127.0.0.1,emberplus,0,1.1.4.13.1,dhs-emberplus-integration.oneToN.targetParams.13.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.4.24.2,dhs-emberplus-integration.dynamic.targetParams.24.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.3.3.12.11.1,dhs-emberplus-integration.nToN.params.12.11.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.4.55.3,dhs-emberplus-integration.dynamic.targetParams.55.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.4.13.1,dhs-emberplus-integration.oneToOne.targetParams.13.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.4.5.2,dhs-emberplus-integration.oneToN.targetParams.5.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.4.2.2.124,dhs-emberplus-integration.dynamic.labelsSecondary.sources.s-124,124,s-124,string,RW-,Sec-S124,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.2.1.64,dhs-emberplus-integration.dynamic.labelsSecondary.targets.t-64,64,t-64,string,RW-,Sec-T64,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.5.9.3,dhs-emberplus-integration.oneToN.sourceParams.9.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.8.8.1,dhs-emberplus-integration.nToN.params.8.8.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.2.2.7,dhs-emberplus-integration.oneToN.labelsSecondary.sources.s-7,7,s-7,string,RW-,Sec-S7,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.4.6.3,dhs-emberplus-integration.oneToN.targetParams.6.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.1.1.111,dhs-emberplus-integration.dynamic.labelsPrimary.targets.t-111,111,t-111,string,RW-,Pri-T111,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.4.73.3,dhs-emberplus-integration.dynamic.targetParams.73.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.4.8.3,dhs-emberplus-integration.oneToOne.targetParams.8.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.5.10.3,dhs-emberplus-integration.nToN.targetParams.10.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.1.1.0,dhs-emberplus-integration.oneToOne.labelsPrimary.targets.t-0,0,t-0,string,RW-,Pri-T0,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.3.6.1,dhs-emberplus-integration.nToN.params.3.6.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.4.4.3,dhs-emberplus-integration.oneToOne.targetParams.4.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.4.14.2,dhs-emberplus-integration.oneToOne.targetParams.14.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.1.4.6.1,dhs-emberplus-integration.oneToN.targetParams.6.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.12.13.1,dhs-emberplus-integration.nToN.params.12.13.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.13.14.1,dhs-emberplus-integration.nToN.params.13.14.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.1.2.0,dhs-emberplus-integration.oneToOne.labelsPrimary.sources.s-0,0,s-0,string,RW-,Pri-S0,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.5.15.3,dhs-emberplus-integration.oneToN.sourceParams.15.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.4.127.1,dhs-emberplus-integration.dynamic.targetParams.127.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.5.124.3,dhs-emberplus-integration.dynamic.sourceParams.124.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.5.0.3,dhs-emberplus-integration.nToN.targetParams.0.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.0.9.1,dhs-emberplus-integration.nToN.params.0.9.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.5.2.2,dhs-emberplus-integration.oneToOne.sourceParams.2.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.1.1.2.13,dhs-emberplus-integration.oneToN.labelsPrimary.sources.s-13,13,s-13,string,RW-,Pri-S13,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.4.13.2,dhs-emberplus-integration.oneToOne.targetParams.13.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.3.3.8.15.1,dhs-emberplus-integration.nToN.params.8.15.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.4.10.1,dhs-emberplus-integration.nToN.params.4.10.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.1.2.9,dhs-emberplus-integration.oneToOne.labelsPrimary.sources.s-9,9,s-9,string,RW-,Pri-S9,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.4.111.2,dhs-emberplus-integration.dynamic.targetParams.111.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.4.5.42.2,dhs-emberplus-integration.dynamic.sourceParams.42.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.3.2.2.8,dhs-emberplus-integration.nToN.labelsSecondary.sources.s-8,8,s-8,string,RW-,Sec-S8,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.7.2.1,dhs-emberplus-integration.nToN.params.7.2.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.2.1.124,dhs-emberplus-integration.dynamic.labelsSecondary.targets.t-124,124,t-124,string,RW-,Sec-T124,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.1.1.99,dhs-emberplus-integration.dynamic.labelsPrimary.targets.t-99,99,t-99,string,RW-,Pri-T99,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.0.15.1,dhs-emberplus-integration.nToN.params.0.15.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.3.15.1,dhs-emberplus-integration.nToN.params.3.15.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.1.1.2,dhs-emberplus-integration.oneToOne.labelsPrimary.targets.t-2,2,t-2,string,RW-,Pri-T2,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.4.3.2,dhs-emberplus-integration.oneToOne.targetParams.3.mode,2,mode,enum,RW-,0,,,,,,,manual|bypass|auto,,,,,,
127.0.0.1,emberplus,0,1.1.4.11.1,dhs-emberplus-integration.oneToN.targetParams.11.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.5.124.2,dhs-emberplus-integration.dynamic.sourceParams.124.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.3.2.1.10,dhs-emberplus-integration.nToN.labelsSecondary.targets.t-10,10,t-10,string,RW-,Sec-T10,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.6.12.1,dhs-emberplus-integration.nToN.params.6.12.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.1.9.1,dhs-emberplus-integration.nToN.params.1.9.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.2.2.0,dhs-emberplus-integration.oneToOne.labelsSecondary.sources.s-0,0,s-0,string,RW-,Sec-S0,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.5.8.1,dhs-emberplus-integration.oneToOne.sourceParams.8.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.5.1.3,dhs-emberplus-integration.oneToN.sourceParams.1.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.4.5.1,dhs-emberplus-integration.dynamic.targetParams.5.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.2.1.8,dhs-emberplus-integration.nToN.labelsSecondary.targets.t-8,8,t-8,string,RW-,Sec-T8,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.5.73.2,dhs-emberplus-integration.dynamic.sourceParams.73.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.2.4.2.3,dhs-emberplus-integration.oneToOne.targetParams.2.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.12.6.1,dhs-emberplus-integration.nToN.params.12.6.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.2.1.86,dhs-emberplus-integration.dynamic.labelsSecondary.targets.t-86,86,t-86,string,RW-,Sec-T86,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.12.9.1,dhs-emberplus-integration.nToN.params.12.9.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.2.2.11,dhs-emberplus-integration.oneToOne.labelsSecondary.sources.s-11,11,s-11,string,RW-,Sec-S11,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.5.7.2,dhs-emberplus-integration.oneToN.sourceParams.7.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.3.6.8.2,dhs-emberplus-integration.nToN.sourceParams.8.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.1.4.7.3,dhs-emberplus-integration.oneToN.targetParams.7.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.6.9.2,dhs-emberplus-integration.nToN.sourceParams.9.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.3.3.4.8.1,dhs-emberplus-integration.nToN.params.4.8.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.4.15.3,dhs-emberplus-integration.oneToN.targetParams.15.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.5.4.3,dhs-emberplus-integration.oneToN.sourceParams.4.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.2.1.42,dhs-emberplus-integration.dynamic.labelsSecondary.targets.t-42,42,t-42,string,RW-,Sec-T42,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.6.8.3,dhs-emberplus-integration.nToN.sourceParams.8.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.0.10.1,dhs-emberplus-integration.nToN.params.0.10.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.1.1.5,dhs-emberplus-integration.oneToOne.labelsPrimary.targets.t-5,5,t-5,string,RW-,Pri-T5,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.6.1.3,dhs-emberplus-integration.nToN.sourceParams.1.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.15.12.1,dhs-emberplus-integration.nToN.params.15.12.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.14.1.1,dhs-emberplus-integration.nToN.params.14.1.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.2.1.11,dhs-emberplus-integration.oneToN.labelsSecondary.targets.t-11,11,t-11,string,RW-,Sec-T11,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.2.1.6,dhs-emberplus-integration.oneToOne.labelsSecondary.targets.t-6,6,t-6,string,RW-,Sec-T6,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.1.1.8,dhs-emberplus-integration.oneToN.labelsPrimary.targets.t-8,8,t-8,string,RW-,Pri-T8,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.5.15.2,dhs-emberplus-integration.oneToOne.sourceParams.15.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.3.3.10.7.1,dhs-emberplus-integration.nToN.params.10.7.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.4.24.1,dhs-emberplus-integration.dynamic.targetParams.24.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.5.119.2,dhs-emberplus-integration.dynamic.sourceParams.119.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.3.3.4.12.1,dhs-emberplus-integration.nToN.params.4.12.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.4.13.1,dhs-emberplus-integration.nToN.params.4.13.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.1.13.1,dhs-emberplus-integration.nToN.params.1.13.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.6.14.1,dhs-emberplus-integration.nToN.params.6.14.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.4.15.1,dhs-emberplus-integration.nToN.params.4.15.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.1.2.4,dhs-emberplus-integration.oneToN.labelsPrimary.sources.s-4,4,s-4,string,RW-,Pri-S4,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.1.2.14,dhs-emberplus-integration.oneToN.labelsPrimary.sources.s-14,14,s-14,string,RW-,Pri-S14,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.5.4.1,dhs-emberplus-integration.nToN.params.5.4.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.15.6.1,dhs-emberplus-integration.nToN.params.15.6.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.5.4.3,dhs-emberplus-integration.oneToOne.sourceParams.4.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.4.0.3,dhs-emberplus-integration.oneToOne.targetParams.0.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.1.2.0,dhs-emberplus-integration.nToN.labelsPrimary.sources.s-0,0,s-0,string,RW-,Pri-S0,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.2.2.8,dhs-emberplus-integration.oneToN.labelsSecondary.sources.s-8,8,s-8,string,RW-,Sec-S8,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.5.1.2,dhs-emberplus-integration.oneToN.sourceParams.1.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.2.2.2.5,dhs-emberplus-integration.oneToOne.labelsSecondary.sources.s-5,5,s-5,string,RW-,Sec-S5,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.4.9.1,dhs-emberplus-integration.oneToOne.targetParams.9.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.2.1.9,dhs-emberplus-integration.oneToN.labelsSecondary.targets.t-9,9,t-9,string,RW-,Sec-T9,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.14.8.1,dhs-emberplus-integration.nToN.params.14.8.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.6.3,dhs-emberplus-integration.types.vString,3,vString,string,RW-,hello,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.2.2.0,dhs-emberplus-integration.oneToN.labelsSecondary.sources.s-0,0,s-0,string,RW-,Sec-S0,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.4.12.2,dhs-emberplus-integration.oneToN.targetParams.12.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.4.5.73.3,dhs-emberplus-integration.dynamic.sourceParams.73.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.0.2,dhs-emberplus-integration.identity.company,2,company,string,R--,BY-Systems,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.1.2.13,dhs-emberplus-integration.oneToOne.labelsPrimary.sources.s-13,13,s-13,string,RW-,Pri-S13,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.1.2.12,dhs-emberplus-integration.oneToN.labelsPrimary.sources.s-12,12,s-12,string,RW-,Pri-S12,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.5.8.1,dhs-emberplus-integration.oneToN.sourceParams.8.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.2.1.6,dhs-emberplus-integration.nToN.labelsSecondary.targets.t-6,6,t-6,string,RW-,Sec-T6,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.1.1.7,dhs-emberplus-integration.nToN.labelsPrimary.targets.t-7,7,t-7,string,RW-,Pri-T7,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.2.2.11,dhs-emberplus-integration.oneToN.labelsSecondary.sources.s-11,11,s-11,string,RW-,Sec-S11,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.4.10.1,dhs-emberplus-integration.oneToN.targetParams.10.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.6.1.1,dhs-emberplus-integration.nToN.sourceParams.1.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.6.3.2,dhs-emberplus-integration.nToN.sourceParams.3.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.3.3.0.2.1,dhs-emberplus-integration.nToN.params.0.2.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.5.119.3,dhs-emberplus-integration.dynamic.sourceParams.119.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.13.11.1,dhs-emberplus-integration.nToN.params.13.11.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.4.3.1,dhs-emberplus-integration.oneToOne.targetParams.3.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.2.1.7,dhs-emberplus-integration.oneToN.labelsSecondary.targets.t-7,7,t-7,string,RW-,Sec-T7,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.2.2.119,dhs-emberplus-integration.dynamic.labelsSecondary.sources.s-119,119,s-119,string,RW-,Sec-S119,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.3.11.1,dhs-emberplus-integration.nToN.params.3.11.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.13.13.1,dhs-emberplus-integration.nToN.params.13.13.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.5.7.3,dhs-emberplus-integration.oneToOne.sourceParams.7.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.2.1.5,dhs-emberplus-integration.nToN.labelsSecondary.targets.t-5,5,t-5,string,RW-,Sec-T5,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.1.0.1,dhs-emberplus-integration.nToN.params.1.0.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.2.2.7,dhs-emberplus-integration.oneToOne.labelsSecondary.sources.s-7,7,s-7,string,RW-,Sec-S7,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.2.2.0,dhs-emberplus-integration.dynamic.labelsSecondary.sources.s-0,0,s-0,string,RW-,Sec-S0,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.6.15.3,dhs-emberplus-integration.nToN.sourceParams.15.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.5.14.2,dhs-emberplus-integration.oneToOne.sourceParams.14.mode,2,mode,enum,RW-,0,,,,,,,manual|bypass|auto,,,,,,
127.0.0.1,emberplus,0,1.1.5.14.1,dhs-emberplus-integration.oneToN.sourceParams.14.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.4.111.1,dhs-emberplus-integration.dynamic.targetParams.111.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.1.2.3,dhs-emberplus-integration.oneToN.labelsPrimary.sources.s-3,3,s-3,string,RW-,Pri-S3,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.4.55.1,dhs-emberplus-integration.dynamic.targetParams.55.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.2.2.104,dhs-emberplus-integration.dynamic.labelsSecondary.sources.s-104,104,s-104,string,RW-,Sec-S104,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.2.1.1,dhs-emberplus-integration.nToN.labelsSecondary.targets.t-1,1,t-1,string,RW-,Sec-T1,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.5.2.2,dhs-emberplus-integration.oneToN.sourceParams.2.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.4.4.73.2,dhs-emberplus-integration.dynamic.targetParams.73.mode,2,mode,enum,RW-,0,,,,,,,bypass|auto|manual,,,,,,
127.0.0.1,emberplus,0,1.3.5.4.1,dhs-emberplus-integration.nToN.targetParams.4.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.1.2.10,dhs-emberplus-integration.nToN.labelsPrimary.sources.s-10,10,s-10,string,RW-,Pri-S10,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.4.9.2,dhs-emberplus-integration.oneToOne.targetParams.9.mode,2,mode,enum,RW-,0,,,,,,,manual|bypass|auto,,,,,,
127.0.0.1,emberplus,0,1.4.2.2.86,dhs-emberplus-integration.dynamic.labelsSecondary.sources.s-86,86,s-86,string,RW-,Sec-S86,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.5.17.1,dhs-emberplus-integration.dynamic.sourceParams.17.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.0.14.1,dhs-emberplus-integration.nToN.params.0.14.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.4.7.1,dhs-emberplus-integration.nToN.params.4.7.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.1.2.104,dhs-emberplus-integration.dynamic.labelsPrimary.sources.s-104,104,s-104,string,RW-,Pri-S104,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.6.7.3,dhs-emberplus-integration.nToN.sourceParams.7.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.8.4.1,dhs-emberplus-integration.nToN.params.8.4.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.1.1.11,dhs-emberplus-integration.oneToN.labelsPrimary.targets.t-11,11,t-11,string,RW-,Pri-T11,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.14.15.1,dhs-emberplus-integration.nToN.params.14.15.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
